Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
Jim Ray,2,14,9,5.6,7.4,6.5,32.3,309,117,4,16,0,6,0,2,0.137,0.158,0.137,0.295,-15,43,30,3.61,97,1.314,308,20,25,618,541,52,271,407,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Ron Hunt,11,18,12,30.6,24.4,27.5,54.4,1483,5235,745,1429,39,370,65,555,0.273,0.368,0.347,0.715,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,2,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1980,0,385
John Boccabella,0,0,12,-0.8,1.7,0.5,40.7,551,1462,117,320,26,148,3,96,0.219,0.267,0.317,0.584,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*237/95,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Denis Menke,10,18,13,25.7,21.7,23.7,52.1,1598,5071,605,1270,101,606,34,698,0.25,0.343,0.37,0.713,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*543/79,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1980,0,385
Dick Selma,3,8,10,9.3,12,10.6,32.3,324,203,13,35,0,7,1,5,0.172,0.195,0.217,0.412,17,42,54,3.62,100,1.326,307,76,31,840.2,734,69,381,681,*1/53,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Rick Reichardt,0,6,11,11.6,12.5,12,50.7,997,3307,391,864,116,445,40,263,0.261,0.326,0.414,0.74,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*789D/35,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Larry Brown,0,12,12,4.5,7.1,5.8,52.1,1129,3449,331,803,47,254,22,317,0.233,0.3,0.313,0.612,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*645,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Bob Miller,14,8,17,14.6,11.2,12.9,32.3,707,299,8,33,0,8,0,14,0.11,0.152,0.127,0.279,-21,69,81,3.37,106,1.35,694,99,51,1551.1,1487,101,608,895,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Phil Gagliano,0,1,12,1.5,3.1,2.3,53.4,702,1411,150,336,14,159,5,163,0.238,0.316,0.313,0.629,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45793/6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Duke Sims,0,8,11,11.3,11.2,11.3,40.7,843,2422,263,580,100,310,6,338,0.239,0.34,0.401,0.741,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*237/9D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Horace Clarke,0,12,10,13.4,13.2,13.3,54.4,1272,4813,548,1230,27,304,151,365,0.256,0.308,0.313,0.621,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/5D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Pete Richert,16,15,13,12.1,12.7,12.4,32.3,446,297,21,43,1,15,2,9,0.145,0.172,0.178,0.351,2,80,73,3.19,106,1.186,429,122,51,1165.2,959,116,424,925,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1980,0,385
Norm Miller,0,3,10,0.9,2.1,1.5,55.4,540,1364,166,325,24,159,16,160,0.238,0.323,0.356,0.678,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978/52,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Jim Gosger,0,1,10,1.3,5,3.1,54.8,705,1815,197,411,30,177,25,217,0.226,0.309,0.331,0.64,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879/3,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Frank Linzy,12,12,11,12.3,13.8,13.1,32.3,516,121,5,18,1,3,0,3,0.149,0.176,0.19,0.366,3,62,57,2.85,124,1.312,516,2,111,817.1,790,35,282,358,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Mike Ryan,0,0,11,-1.9,0.7,-0.6,40.7,636,1920,146,370,28,161,4,152,0.193,0.252,0.28,0.532,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
John Kennedy,4,0,12,-3.7,0.6,-1.6,53.4,856,2110,237,475,32,185,14,142,0.225,0.281,0.323,0.604,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*564/D3,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Ivan Murrell,0,3,10,0.2,1.7,0.9,50.7,564,1306,126,308,33,123,20,44,0.236,0.265,0.366,0.631,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7893,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,385
Steve Barber,21,14,15,14.7,16.1,15.4,57.9,466,563,24,65,5,27,0,38,0.115,0.174,0.158,0.332,-5,121,106,3.36,105,1.385,466,272,13,1999,1818,125,950,1309,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1980,0,385
Willie Mays,376,76,22,150.8,71.5,111.1,54.8,2992,10881,2062,3283,660,1903,338,1464,0.302,0.384,0.557,0.941,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*83/9765,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,20,0.909090909090909,0,0,0,1,0,1,0,0,1,0,1979,409,432
Luis Aparicio,150,36,18,51.7,31.1,41.4,52.1,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,10,0.555555555555556,0,0,0,1,0,0,0,0,1,0,1979,120,432
Frank Howard,61,26,16,33.8,27,30.4,50.7,1895,6488,864,1774,382,1119,8,782,0.273,0.352,0.499,0.851,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9*3D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,4,0.25,0,0,0,0,0,0,0,0,1,0,1979,6,432
Ron Perranoski,45,13,13,16.7,19.9,18.3,32.3,737,167,6,16,0,3,0,10,0.096,0.147,0.114,0.261,-25,79,74,2.79,124,1.332,737,1,179,1174.2,1097,50,468,687,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,6,432
Milt Pappas,40,34,17,40.6,27.4,34,57.9,527,1073,72,132,20,67,1,36,0.123,0.157,0.197,0.354,-3,209,164,3.4,110,1.225,520,465,4,3186,3046,298,858,1728,*1/4,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.117647058823529,0,0,0,0,0,0,0,0,0,0,1979,5,432
Johnny Callison,36,16,16,35.4,32.7,34.1,55.4,1886,6652,926,1757,226,840,74,650,0.264,0.331,0.441,0.773,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*97/8D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1979,1,432
Chris Short,31,15,15,25.8,26.8,26.3,57.9,506,697,29,88,0,24,1,14,0.126,0.146,0.139,0.285,-19,135,132,3.43,104,1.299,501,308,18,2325,2215,183,806,1629,*1/2,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1979,1,432
Hal Lanier,1,12,10,-2.3,1.7,-0.3,52.1,1196,3703,297,843,8,273,11,136,0.228,0.255,0.275,0.529,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*45/3,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1,432
Jimmy Stewart,0,0,10,-1.9,0.8,-0.6,50.7,777,1420,164,336,8,112,38,139,0.237,0.306,0.305,0.611,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74685/392,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Eddie Fisher,12,15,15,8.1,9.2,8.6,32.3,690,246,11,30,0,8,0,10,0.122,0.156,0.15,0.307,-12,85,70,3.41,101,1.193,690,63,81,1538.2,1398,149,438,812,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1979,0,432
Jim Beauchamp,0,0,10,-1.6,0.1,-0.7,51.5,393,661,79,153,14,90,6,54,0.231,0.288,0.334,0.622,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37/89,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Jose Pagan,5,11,15,3.8,6.8,5.3,52.1,1326,3689,387,922,52,372,46,244,0.25,0.298,0.344,0.641,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*57/4932,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Jeff Torborg,0,0,10,-0.2,1.2,0.5,40.7,574,1391,78,297,8,101,3,103,0.214,0.268,0.265,0.533,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Bobby Bolin,10,13,13,17.2,18.6,17.9,32.3,496,423,39,69,6,35,1,35,0.163,0.232,0.232,0.464,31,88,75,3.4,104,1.244,495,164,50,1576,1364,164,597,1175,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Tommie Agee,17,11,12,23.6,24.7,24.2,54.8,1129,3912,558,999,130,433,167,342,0.255,0.32,0.412,0.732,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.166666666666667,0,0,1,0,0,0,0,0,1,0,1979,0,432
Jerry May,0,0,10,4.8,5.6,5.2,40.7,556,1527,120,357,15,130,1,157,0.234,0.307,0.318,0.625,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Ray Culp,16,17,11,12.8,15.7,14.3,57.9,322,602,40,74,1,34,0,26,0.123,0.161,0.148,0.308,-13,122,101,3.58,100,1.28,322,268,1,1898.1,1677,188,752,1411,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.181818181818182,0,0,0,0,0,0,0,0,0,0,1979,0,432
Joe Pepitone,20,11,12,6.9,8.6,7.8,51.5,1397,5097,606,1315,219,721,41,302,0.258,0.301,0.432,0.733,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*897,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.25,0,0,1,0,0,0,0,0,0,0,1979,0,432
Fred Gladding,2,17,13,6.2,7,6.6,32.3,450,63,1,1,0,3,0,0,0.016,0.016,0.016,0.031,-91,48,34,3.13,114,1.313,450,1,109,601,566,38,223,394,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Bernie Allen,0,14,12,7.6,7.6,7.6,54.4,1139,3404,357,815,73,351,13,370,0.239,0.314,0.357,0.671,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Larry Stahl,0,2,10,1.6,2.3,2,50.7,730,1721,167,400,36,163,22,142,0.232,0.292,0.351,0.643,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7983,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Gene Alley,20,16,11,22.7,22.9,22.8,52.1,1195,3927,442,999,55,342,63,300,0.254,0.31,0.354,0.665,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*645,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,2,0.181818181818182,0,0,1,0,0,0,0,0,0,0,1979,0,432
John Stephenson,0,0,10,-2.5,-0.2,-1.4,40.7,451,989,83,214,12,93,0,63,0.216,0.271,0.296,0.567,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/5789,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Rich Reese,2,4,10,1.2,4.1,2.6,51.5,866,2020,248,512,52,245,16,158,0.253,0.312,0.384,0.695,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*37/9,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,432
Hoyt Wilhelm,117,30,21,44.4,24.6,34.5,32.3,1070,432,24,38,1,21,0,26,0.088,0.139,0.106,0.246,-31,143,122,2.52,147,1.125,1070,52,227,2254.1,1757,150,778,1610,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.238095238095238,0,0,0,0,0,0,0,0,0,0,1978,158,379
Maury Wills,104,29,14,37.5,28.8,33.2,52.1,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*5/4,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,5,0.357142857142857,0,0,1,0,1,0,0,0,0,0,1978,115,379
Bill Mazeroski,71,16,17,32.3,23.9,28.1,54.4,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/5,0,0,1,0,2B,0,0,0,0,0,0,1,0,0,0,7,0.411764705882353,0,0,0,1,0,0,0,0,0,1,1978,23,379
Jim Maloney,50,29,12,35.9,35.6,35.7,57.9,321,628,51,126,7,53,2,33,0.201,0.241,0.28,0.521,44,134,84,3.19,115,1.259,302,262,4,1849,1518,138,810,1605,*1/7,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,1978,2,379
Denny McLain,92,26,10,16.8,20.2,18.5,57.9,285,616,32,82,1,31,1,25,0.133,0.166,0.153,0.318,-8,131,91,3.39,101,1.163,280,264,2,1886,1646,242,548,1282,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.3,0,0,0,0,1,0,0,1,0,0,1978,1,379
Clete Boyer,11,11,16,25.5,22.2,23.9,53.4,1725,5780,645,1396,162,654,41,470,0.242,0.299,0.372,0.67,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*564,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1978,1,379
Pedro Ramos,4,10,15,20,18.8,19.4,57.9,696,703,76,109,15,56,2,22,0.155,0.182,0.24,0.423,15,117,160,4.08,95,1.311,582,268,55,2355.2,2364,316,724,1305,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1978,0,379
Mudcat Grant,34,18,14,19.3,16.8,18,57.9,667,759,80,135,6,65,2,37,0.178,0.216,0.24,0.456,27,145,119,3.63,100,1.286,571,293,53,2442,2292,292,849,1267,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1978,0,379
Ernie Banks,170,46,19,62.5,49.5,56,52.1,2528,9421,1305,2583,512,1636,50,763,0.274,0.33,0.5,0.83,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*65/7,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,11,0.578947368421053,0,1,0,0,0,1,0,0,0,1,1977,321,383
Jim Bunning,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,*1,0,0,1,0,P,0,0,0,0,0,0,0,0,0,0,7,0.411764705882353,0,0,0,0,0,0,0,0,0,0,1977,146,383
Harvey Kuenn,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*7*9853,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,8,0.533333333333333,0,0,0,0,0,0,0,0,1,0,1977,57,383
Curt Flood,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8/5749,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,3,0.2,0,0,0,1,0,0,0,0,0,0,1977,16,383
Camilo Pascual,66,22,18,37.8,36.7,37.3,57.9,542,967,71,198,5,81,0,46,0.205,0.243,0.264,0.506,40,174,170,3.63,103,1.287,529,404,10,2930.2,2703,256,1069,2167,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.277777777777778,0,0,0,0,0,0,0,0,0,0,1977,3,383
Roy Face,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1976,23,388
Del Crandall,82,26,16,25.4,22.8,24.1,40.7,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/397,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,8,0.5,0,0,1,0,0,0,0,0,0,0,1976,15,388
Don Drysdale,134,42,14,63.1,42.2,52.7,57.9,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45,209,166,2.95,121,1.148,518,465,6,3432,3084,280,855,2486,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,8,0.571428571428571,0,0,0,0,0,0,1,0,0,1,1975,76,362
Ken Boyer,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5836,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,7,0.466666666666667,0,0,1,0,1,0,0,0,0,0,1975,9,362
Will White,141,47,10,31.6,32.3,32,57.9,403,1478,167,271,1,111,0,56,0.183,0.215,0.214,0.429,41,229,166,2.28,121,1.111,403,401,0,3542.2,3440,65,496,1041,*1/O,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,7,362
Johnny Podres,46,19,15,27.1,24.3,25.7,57.9,462,762,61,145,2,50,1,32,0.19,0.224,0.226,0.449,21,148,116,3.68,105,1.317,440,340,11,2265,2239,242,743,1435,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,1975,3,362
Mickey Mantle,300,65,18,105.5,63,84.2,54.8,2401,8102,1676,2415,536,1509,153,1733,0.298,0.421,0.557,0.977,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8397/645,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,16,0.888888888888889,0,1,0,0,0,1,0,0,0,1,1974,322,365
Eddie Mathews,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*537,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,9,0.529411764705882,0,0,0,0,0,0,0,0,0,0,1974,118,365
Roger Maris,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*98/7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,4,0.333333333333333,0,1,0,0,0,1,0,0,0,0,1974,78,365
Don Larsen,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,*1/7,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,29,365
Elston Howard,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2739,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,9,0.642857142857143,0,0,1,0,1,0,0,0,0,0,1974,19,365
Bill Virdon,10,8,12,16.7,15.7,16.2,54.8,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89/7,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1974,3,365
Rocky Colavito,82,30,14,41.7,33.7,37.7,55.4,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132,1,0,0,NA,1.059,2,0,0,5.2,1,0,5,2,*9*7/31,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,6,0.428571428571429,0,0,0,0,0,0,0,0,0,0,1974,2,365
Roberto Clemente,231,51,18,89.8,52.9,71.4,55.4,2433,9454,1416,3000,240,1305,83,621,0.317,0.359,0.475,0.834,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*98/745,0,1,0,0,RF,0,1,0,0,0,0,0,0,0,0,12,0.666666666666667,0,0,0,1,1,0,0,0,0,1,1973,393,420
Warren Spahn,260,66,21,93.5,49,71.2,57.9,783,1872,141,363,35,189,4,94,0.194,0.234,0.287,0.52,43,363,245,3.09,119,1.195,750,665,29,5243.2,4830,434,1434,2583,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,14,0.666666666666667,0,0,0,0,0,0,1,0,0,0,1973,316,380
Whitey Ford,208,56,16,54.2,33.1,43.6,57.9,500,1023,91,177,3,69,3,113,0.173,0.256,0.2,0.457,28,236,106,2.75,133,1.215,498,438,10,3170.1,2766,228,1086,1956,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,8,0.5,0,0,0,0,0,0,1,0,0,1,1973,255,380
Robin Roberts,128,47,19,80.1,52,66,57.9,688,1525,107,255,5,103,3,135,0.167,0.238,0.226,0.464,27,286,245,3.41,113,1.17,676,609,25,4688.2,4582,505,902,2357,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,7,0.368421052631579,0,0,0,0,0,0,0,0,0,0,1973,213,380
Lew Burdette,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1973,12,380
Vern Law,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,*1/9,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,1973,9,380
Dick Groat,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/534,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,5,0.357142857142857,0,0,0,0,1,0,0,0,0,0,1973,7,380
Curt Simmons,37,24,20,38.9,28.6,33.7,57.9,609,1135,93,194,1,76,2,59,0.171,0.213,0.196,0.408,11,193,183,3.54,111,1.307,569,462,5,3348.1,3313,255,1063,1697,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.15,0,0,0,0,0,0,0,0,0,0,1973,5,380
Smoky Burgess,46,34,18,31.2,21.6,26.4,40.7,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,6,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1973,1,380
Sandy Koufax,227,46,12,46.2,43.8,45,57.9,397,776,26,75,2,28,0,43,0.097,0.145,0.116,0.261,-26,165,87,2.76,131,1.106,397,314,9,2324.1,1754,204,817,2396,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,0,1,0,0,1,0,0,1972,344,396
Roy McMillan,27,16,16,21.7,17.8,19.8,52.1,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/54,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,2,0.125,0,0,1,0,0,0,0,0,0,0,1972,9,396
