Name,Year,GS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS
Claude Raymond,1966,,0,,,,,,,,,,,,,,,,
Claudell Washington,1984,,1,2,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5
Claudell Washington,1975,,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2
Clay Buchholz,2013,,0,,,,,,,,,,,,,,,,
Clay Buchholz,2010,,0,,,,,,,,,,,,,,,,
Clay Carroll,1972,,0,,,,,,,,,,,,,,,,
Clay Carroll,1971,,0,,,,,,,,,,,,,,,,
Clayton Kershaw,2013,,0,,,,,,,,,,,,,,,,
Clayton Kershaw,2012,,1,,,,,,,,,,,,,,,,
Clayton Kershaw,2011,,1,,,,,,,,,,,,,,,,
Clem Labine,1957,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Clem Labine,1956,,0,,,,,,,,,,,,,,,,
Cleon Jones,1969,as LF,1,4,4,2,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Cliff Floyd,2001,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Lee,2013,,0,,,,,,,,,,,,,,,,
Cliff Lee,2011,,1,,,,,,,,,,,,,,,,
Cliff Lee,2010,,1,,,,,,,,,,,,,,,,
Cliff Lee,2008,as P,1,,,,,,,,,,,,,,,,
Cliff Melton,1942,,0,,,,,,,,,,,,,,,,
Clyde McCullough,1953,,0,,,,,,,,,,,,,,,,
Clyde McCullough,1948,,0,,,,,,,,,,,,,,,,
Clyde Wright,1970,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cole Hamels,2012,,1,,,,,,,,,,,,,,,,
Cole Hamels,2011,,0,,,,,,,,,,,,,,,,
Cole Hamels,2007,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Connie Marrero,1951,,0,,,,,,,,,,,,,,,,
Connie Ryan,1944,as 2B,1,4,4,1,2,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1
Cookie Lavagetto,1941,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookie Lavagetto,1940,as 3B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookie Lavagetto,1939,,0,,,,,,,,,,,,,,,,
Cookie Lavagetto,1938,,0,,,,,,,,,,,,,,,,
Cookie Rojas,1974,,0,,,,,,,,,,,,,,,,
Cookie Rojas,1973,,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Cookie Rojas,1972,,1,1,1,1,1,0,0,1,2,0,0,0,0,1,1,4,5
Cookie Rojas,1971,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookie Rojas,1965,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Hart,2010,as RF,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Corey Hart,2008,,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Craig Biggio,1998,as 2B,1,4,3,0,0,0,0,0,0,0,0,0,3,0,0.25,0,0.25
Craig Biggio,1997,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Craig Biggio,1996,as 2B,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Craig Biggio,1995,as 2B,1,2,2,1,1,0,0,1,1,0,0,0,0,0.5,0.5,2,2.5
Craig Biggio,1994,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Biggio,1992,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Craig Biggio,1991,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Kimbrel,2013,,0,,,,,,,,,,,,,,,,
Craig Kimbrel,2012,,1,,,,,,,,,,,,,,,,
Craig Kimbrel,2011,,1,,,,,,,,,,,,,,,,
Craig Reynolds,1979,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Reynolds,1978,,0,,,,,,,,,,,,,,,,
Cristian Guzman,2008,,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cristian Guzman,2001,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Curt Davis,1939,,0,,,,,,,,,,,,,,,,
Curt Davis,1936,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Curt Flood,1968,as LF,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0.667,0,0.667
Curt Flood,1966,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curt Flood,1964,,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
Curt Schilling,2004,,0,,,,,,,,,,,,,,,,
Curt Schilling,2002,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Curt Schilling,2001,,0,,,,,,,,,,,,,,,,
Curt Schilling,1999,as P,1,,,,,,,,,,,,,,,,
Curt Schilling,1998,,0,,,,,,,,,,,,,,,,
Curt Schilling,1997,,1,,,,,,,,,,,,,,,,
Curt Simmons,1957,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Curt Simmons,1953,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Curt Simmons,1952,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Curtis Granderson,2012,as CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Granderson,2011,as CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Granderson,2009,,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,3,4
Cy Blanton,1941,,0,,,,,,,,,,,,,,,,
Cy Blanton,1937,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dale Long,1956,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Dale Mitchell,1952,as LF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dale Mitchell,1949,,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,2,3
Dale Murphy,1987,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Murphy,1986,as CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Murphy,1985,as CF,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1
Dale Murphy,1984,as CF,1,4,3,1,2,0,0,1,1,0,0,1,0,0.667,0.75,1.667,2.417
Dale Murphy,1983,as RF,1,3,3,0,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667
Dale Murphy,1982,as RF,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0.333,0,0.333
Dale Murphy,1980,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damaso Garcia,1985,,1,2,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1
Damaso Garcia,1984,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Miller,2002,,1,3,3,1,2,2,0,0,1,0,0,0,0,0.667,0.667,1.333,2
Damion Easley,1998,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
Dan Haren,2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Haren,2008,,1,,,,,,,,,,,,,,,,
Dan Haren,2007,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Petry,1985,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Plesac,1989,,1,,,,,,,,,,,,,,,,
Dan Plesac,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Plesac,1987,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Quisenberry,1984,,0,,,,,,,,,,,,,,,,
Dan Quisenberry,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Quisenberry,1982,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dan Uggla,2012,as 2B,1,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Dan Uggla,2008,,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Dan Uggla,2006,,0,,,,,,,,,,,,,,,,
Dan Wilson,1996,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Graves,2004,,0,,,,,,,,,,,,,,,,
Danny Graves,2000,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Danny Jackson,1994,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Danny Jackson,1988,,0,,,,,,,,,,,,,,,,
Danny Kolb,2004,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Danny Litwhiler,1942,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Danny Tartabull,1991,as DH,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dante Bichette,1998,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dante Bichette,1996,as RF,1,3,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1
Dante Bichette,1995,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dante Bichette,1994,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Danys Baez,2005,,0,,,,,,,,,,,,,,,,
Darin Erstad,2000,,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Darin Erstad,1998,,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darold Knowles,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Darrell Evans,1983,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Evans,1973,,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Darrell Porter,1980,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darrell Porter,1979,as C,1,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1
Darrell Porter,1978,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Porter,1974,,0,,,,,,,,,,,,,,,,
Darren Daulton,1995,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Darren Daulton,1993,as C,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darren Daulton,1992,,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrin Fletcher,1994,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Darryl Kile,2000,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Darryl Kile,1997,,0,,,,,,,,,,,,,,,,
Darryl Kile,1993,,0,,,,,,,,,,,,,,,,
Darryl Strawberry,1991,,0,,,,,,,,,,,,,,,,
Darryl Strawberry,1990,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darryl Strawberry,1989,,0,,,,,,,,,,,,,,,,
Darryl Strawberry,1988,as RF,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Darryl Strawberry,1987,as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darryl Strawberry,1986,as RF,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Darryl Strawberry,1985,as RF,1,3,1,2,1,0,0,0,0,1,0,1,0,1,1,1,2
Darryl Strawberry,1984,as RF,1,2,2,0,1,0,0,0,0,1,0,0,1,0.5,0.5,0.5,1
Dave Cash,1976,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
Dave Cash,1975,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Cash,1974,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Chalk,1975,,0,,,,,,,,,,,,,,,,
Dave Chalk,1974,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Concepcion,1982,as SS,1,3,3,1,1,0,0,1,2,0,0,0,0,0.333,0.333,1.333,1.667
Dave Concepcion,1981,as SS,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Concepcion,1980,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Concepcion,1979,,0,,,,,,,,,,,,,,,,
Dave Concepcion,1978,,1,1,0,1,0,0,0,0,0,0,0,1,0,,1,,
Dave Concepcion,1977,as SS,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0.5
Dave Concepcion,1976,as SS,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Dave Concepcion,1975,as SS,1,2,2,0,1,0,0,0,0,0,1,0,1,0.5,0.5,0.5,1
Dave Concepcion,1973,,0,,,,,,,,,,,,,,,,
Dave Dravecky,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Duncan,1971,,0,,,,,,,,,,,,,,,,
Dave Engle,1984,,0,,,,,,,,,,,,,,,,
Dave Ferriss,1946,,0,,,,,,,,,,,,,,,,
Dave Ferriss,1945,,0,,,,,,,,,,,,,,,,
Dave Giusti,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Henderson,1991,as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Hollins,1993,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3
Dave Kingman,1980,as LF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Kingman,1979,,0,,,,,,,,,,,,,,,,
Dave Kingman,1976,as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave LaRoche,1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave LaRoche,1976,,0,,,,,,,,,,,,,,,,
Dave Lemanczyk,1979,,0,,,,,,,,,,,,,,,,
Dave May,1973,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave McNally,1972,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave McNally,1970,,0,,,,,,,,,,,,,,,,
Dave McNally,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Nelson,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Nilsson,1999,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Parker,1990,,0,,,,,,,,,,,,,,,,
Dave Parker,1986,,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Dave Parker,1985,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Parker,1981,as RF,1,3,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667
Dave Parker,1980,as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Parker,1979,as RF,1,5,3,0,1,0,0,0,1,0,0,1,1,0.333,0.4,0.333,0.733
Dave Parker,1977,as RF,1,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Dave Righetti,1987,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Righetti,1986,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Smith,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Smith,1986,,0,,,,,,,,,,,,,,,,
Dave Stenhouse,1962 (2),as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stenhouse,1962 (1),,0,,,,,,,,,,,,,,,,
Dave Stewart,1989,as P,1,,,,,,,,,,,,,,,,
Dave Stieb,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stieb,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stieb,1985,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stieb,1984,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stieb,1983,as P,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Stieb,1981,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Stieb,1980,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dave Winfield,1988,as RF,1,3,3,1,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1
Dave Winfield,1987,as RF,1,6,5,0,1,1,0,0,0,0,0,1,0,0.2,0.333,0.4,0.733
Dave Winfield,1986,as RF,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3
Dave Winfield,1985,as RF,1,3,3,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667
Dave Winfield,1984,as LF,1,4,4,0,1,1,0,0,0,0,0,0,1,0.25,0.25,0.5,0.75
Dave Winfield,1983,as RF,1,3,3,2,3,1,0,0,1,0,0,0,0,1,1,1.333,2.333
Dave Winfield,1982,,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Dave Winfield,1981,as CF,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0.2
Dave Winfield,1980,,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dave Winfield,1979,as CF,1,5,5,1,1,1,0,0,1,0,0,0,1,0.2,0.2,0.4,0.6
Dave Winfield,1978,,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Dave Winfield,1977,,1,2,2,0,2,1,0,0,2,0,0,0,0,1,1,1.5,2.5
Davey Johnson,1973,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davey Johnson,1970,as 2B,1,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4
Davey Johnson,1969,,0,,,,,,,,,,,,,,,,
Davey Johnson,1968,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Davey Lopes,1981,as 2B,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Davey Lopes,1980,as 2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davey Lopes,1979,as 2B,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Davey Lopes,1978,,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,2
Davey Williams,1953,,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
David Cone,1999,,1,,,,,,,,,,,,,,,,
David Cone,1997,,1,,,,,,,,,,,,,,,,
David Cone,1994,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Cone,1992,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Cone,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Eckstein,2006,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
David Eckstein,2005,as SS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Freese,2012,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
David Justice,1997,,0,,,,,,,,,,,,,,,,
David Justice,1994,as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Justice,1993,as RF,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
David Ortiz,2013,as DH,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ortiz,2012,as DH,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
David Ortiz,2011,as DH,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
David Ortiz,2010,,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
David Ortiz,2008,,0,,,,,,,,,,,,,,,,
David Ortiz,2007,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ortiz,2006,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
David Ortiz,2005,as DH,1,3,3,0,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
David Ortiz,2004,,1,3,1,2,1,0,0,1,2,0,0,2,0,1,1,4,5
David Price,2012,,1,,,,,,,,,,,,,,,,
David Price,2011,,0,,,,,,,,,,,,,,,,
David Price,2010,as P,1,,,,,,,,,,,,,,,,
David Robertson,2011,,1,,,,,,,,,,,,,,,,
David Wells,2000,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Wells,1998,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Wells,1995,,1,,,,,,,,,,,,,,,,
David Wright,2013,as 3B,0,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
David Wright,2012,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
David Wright,2010,as 3B,1,2,2,0,2,0,0,0,0,1,0,0,0,1,1,1,2
David Wright,2009,as 3B,1,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
David Wright,2008,,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833
David Wright,2007,as 3B,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
David Wright,2006,as 3B,1,3,3,1,1,0,0,1,1,0,0,0,0,0.333,0.333,1.333,1.667
Dean Chance,1967,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dean Chance,1964,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Palmer,1998,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Stone,1954,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Del Crandall,1962 (2),as C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Crandall,1962 (1),as C,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Crandall,1960 (2),as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Crandall,1960 (1),as C,1,3,3,1,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.333
Del Crandall,1959 (2),as C,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Del Crandall,1959 (1),as C,1,3,3,1,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667
Del Crandall,1958,as C,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Crandall,1956,,0,,,,,,,,,,,,,,,,
Del Crandall,1955,as C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Crandall,1954,,0,,,,,,,,,,,,,,,,
Del Crandall,1953,,0,,,,,,,,,,,,,,,,
Del Ennis,1955,as LF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Del Ennis,1951,as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Del Ennis,1946,,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Del Rice,1953,,0,,,,,,,,,,,,,,,,
Denis Menke,1970,,1,2,0,0,0,0,0,0,0,0,0,1,0,,1,,
Denis Menke,1969,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dennis Eckersley,1992,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dennis Eckersley,1991,,1,,,,,,,,,,,,,,,,
Dennis Eckersley,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dennis Eckersley,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dennis Eckersley,1982,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Eckersley,1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dennis Martinez,1995,,1,,,,,,,,,,,,,,,,
Dennis Martinez,1992,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dennis Martinez,1991,,1,,,,,,,,,,,,,,,,
Dennis Martinez,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Denny Lemaster,1967,,0,,,,,,,,,,,,,,,,
Denny McLain,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Denny McLain,1968,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Denny McLain,1966,as P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Denny Neagle,1997,,0,,,,,,,,,,,,,,,,
Denny Neagle,1995,,1,,,,,,,,,,,,,,,,
Derek Jeter,2012,as SS,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Derek Jeter,2011,,0,,,,,,,,,,,,,,,,
Derek Jeter,2010,as SS,1,3,2,0,1,0,0,0,0,0,0,1,1,0.5,0.667,0.5,1.167
Derek Jeter,2009,as SS,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333
Derek Jeter,2008,as SS,1,3,3,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667
Derek Jeter,2007,as SS,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Derek Jeter,2006,as SS,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Derek Jeter,2004,as SS,1,3,3,1,3,0,0,0,0,0,0,0,0,1,1,1,2
Derek Jeter,2002,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Derek Jeter,2001,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4,5
Derek Jeter,2000,as SS,1,3,3,1,3,1,0,0,2,0,0,0,0,1,1,1.333,2.333
Derek Jeter,1999,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Derek Jeter,1998,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Derek Lowe,2002,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Derek Lowe,2000,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Derrek Lee,2007,,1,3,2,0,1,0,0,0,0,1,0,1,0,0.5,0.667,0.5,1.167
Derrek Lee,2005,as 1B,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1
Derrick Turnbow,2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Devon White,1998,,1,3,3,1,3,0,1,0,0,0,0,0,0,1,1,1.667,2.667
Devon White,1993,,1,2,2,1,1,1,0,0,1,1,0,0,0,0.5,0.5,1,1.5
Devon White,1989,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Allen,1974,as 1B,1,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1
Dick Allen,1973,,0,,,,,,,,,,,,,,,,
Dick Allen,1972,as 1B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Allen,1970,as 1B,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Dick Allen,1967,as 3B,1,4,4,1,1,0,0,1,1,0,0,0,3,0.25,0.25,1,1.25
Dick Allen,1966,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dick Allen,1965,as 3B,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Dick Bartell,1937,as SS,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Dick Bartell,1933,as SS,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dick Dietz,1970,,1,2,2,1,1,0,0,1,1,0,0,0,0,0.5,0.5,2,2.5
Dick Donovan,1962 (2),,0,,,,,,,,,,,,,,,,
Dick Donovan,1962 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dick Donovan,1961 (2),,0,,,,,,,,,,,,,,,,
Dick Donovan,1961 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dick Donovan,1955,,0,,,,,,,,,,,,,,,,
Dick Ellsworth,1964,,0,,,,,,,,,,,,,,,,
Dick Groat,1962 (2),as SS,1,4,3,0,2,0,0,0,2,0,0,0,0,0.667,0.75,0.667,1.417
Dick Groat,1962 (1),as SS,1,3,3,1,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
