Name,Year,GS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS
Ray Lankford,1997,as CF,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333
Ray Mack,1940,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ray Mueller,1944,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ray Narleski,1958,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Ray Narleski,1956,,0,,,,,,,,,,,,,,,,
Ray Scarborough,1950,,0,,,,,,,,,,,,,,,,
Ray Starr,1942,,0,,,,,,,,,,,,,,,,
Red Barrett,1945,,0,,,,,,,,,,,,,,,,
Red Munger,1949,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Red Munger,1947,,0,,,,,,,,,,,,,,,,
Red Munger,1944,,0,,,,,,,,,,,,,,,,
Red Rolfe,1940,,0,,,,,,,,,,,,,,,,
Red Rolfe,1939,as 3B,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Red Rolfe,1938,,0,,,,,,,,,,,,,,,,
Red Rolfe,1937,as 3B,1,5,4,2,2,0,1,0,2,0,0,1,0,0.5,0.6,1,1.6
Red Ruffing,1942,,0,,,,,,,,,,,,,,,,
Red Ruffing,1941,,0,,,,,,,,,,,,,,,,
Red Ruffing,1940,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Ruffing,1939,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Red Ruffing,1938,,0,,,,,,,,,,,,,,,,
Red Ruffing,1934,,1,1,1,0,1,0,0,0,2,0,0,0,0,1,1,1,2
Red Schoendienst,1957,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Schoendienst,1955,as 2B,1,6,6,0,2,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Red Schoendienst,1954,,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Schoendienst,1953,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Schoendienst,1952,,0,,,,,,,,,,,,,,,,
Red Schoendienst,1951,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Red Schoendienst,1950,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4,5
Red Schoendienst,1949,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Red Schoendienst,1948,as 2B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Schoendienst,1946,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,1984,as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reggie Jackson,1983,,0,,,,,,,,,,,,,,,,
Reggie Jackson,1982,as RF,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reggie Jackson,1981,as RF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,1980,as RF,1,3,2,0,1,0,0,0,0,0,0,1,1,0.5,0.667,0.5,1.167
Reggie Jackson,1979,,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Reggie Jackson,1978,,0,,,,,,,,,,,,,,,,
Reggie Jackson,1977,as RF,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Reggie Jackson,1975,as RF,1,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667
Reggie Jackson,1974,as RF,1,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25
Reggie Jackson,1973,as RF,1,4,4,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0.5,0.75
Reggie Jackson,1972,as RF,1,4,4,0,2,1,0,0,0,0,0,0,1,0.5,0.5,0.75,1.25
Reggie Jackson,1971,,1,1,1,1,1,0,0,1,2,0,0,0,0,1,1,4,5
Reggie Jackson,1969,as CF,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0.333,0,0.333
Reggie Sanders,1995,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reggie Smith,1980,as CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Smith,1978,,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Reggie Smith,1977,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Reggie Smith,1975,,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Reggie Smith,1974,,1,2,2,1,1,0,0,1,1,0,0,0,0,0.5,0.5,2,2.5
Reggie Smith,1972,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reggie Smith,1969,,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Aurilia,2001,as SS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Gedman,1986,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gedman,1985,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rich Gossage,1985,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gossage,1984,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gossage,1982,,0,,,,,,,,,,,,,,,,
Rich Gossage,1981,,0,,,,,,,,,,,,,,,,
Rich Gossage,1980,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gossage,1978,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gossage,1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Gossage,1976,,0,,,,,,,,,,,,,,,,
Rich Gossage,1975,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rich Rollins,1962 (2),as 3B,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Rich Rollins,1962 (1),as 3B,1,3,2,1,1,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167
Richard Dotson,1984,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Richie Ashburn,1962 (2),,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
Richie Ashburn,1962 (1),,0,,,,,,,,,,,,,,,,
Richie Ashburn,1958,,0,,,,,,,,,,,,,,,,
Richie Ashburn,1953,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2
Richie Ashburn,1951,as CF,1,5,4,2,2,1,0,0,0,0,0,1,0,0.5,0.6,0.75,1.35
Richie Ashburn,1948,as CF,1,4,4,1,2,0,0,0,0,1,0,0,1,0.5,0.5,0.5,1
Richie Scheinblum,1972,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Sexson,2003,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Sexson,2002,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Zisk,1978,as RF,1,3,2,0,1,0,0,0,0,0,1,1,1,0.5,0.667,0.5,1.167
Richie Zisk,1977,as LF,1,3,3,0,2,1,0,0,2,0,0,0,1,0.667,0.667,1,1.667
Rick Aguilera,1993,,1,,,,,,,,,,,,,,,,
Rick Aguilera,1992,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rick Aguilera,1991,,1,,,,,,,,,,,,,,,,
Rick Burleson,1981,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Burleson,1979,,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Rick Burleson,1978,,0,,,,,,,,,,,,,,,,
Rick Burleson,1977,as SS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Ferrell,1945,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1944,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1938,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1937,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1936,as C,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rick Ferrell,1935,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1934,,0,,,,,,,,,,,,,,,,
Rick Ferrell,1933,as C,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Honeycutt,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Honeycutt,1980,,0,,,,,,,,,,,,,,,,
Rick Monday,1978,as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Monday,1968,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rick Reed,2001,,0,,,,,,,,,,,,,,,,
Rick Reed,1998,,0,,,,,,,,,,,,,,,,
Rick Reuschel,1989,as P,1,,,,,,,,,,,,,,,,
Rick Reuschel,1987,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Reuschel,1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Rhoden,1986,,0,,,,,,,,,,,,,,,,
Rick Rhoden,1976,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Sutcliffe,1989,,1,,,,,,,,,,,,,,,,
Rick Sutcliffe,1987,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Sutcliffe,1983,,0,,,,,,,,,,,,,,,,
Rick Wise,1973,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rick Wise,1971,,0,,,,,,,,,,,,,,,,
Rickey Henderson,1991,as LF,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Rickey Henderson,1990,as LF,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rickey Henderson,1988,as CF,1,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167
Rickey Henderson,1987,as CF,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Rickey Henderson,1986,as LF,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rickey Henderson,1985,as CF,1,3,3,1,1,0,0,0,0,1,0,0,1,0.333,0.333,0.333,0.667
Rickey Henderson,1984,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rickey Henderson,1983,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rickey Henderson,1982,as LF,1,5,4,1,3,0,0,0,0,1,0,1,0,0.75,0.8,0.75,1.55
Rickey Henderson,1980,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickie Weeks,2011,as 2B,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Ricky Bones,1994,,0,,,,,,,,,,,,,,,,
Ricky Bottalico,1996,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ricky Romero,2011,,0,,,,,,,,,,,,,,,,
Rico Carty,1970,as LF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Rico Petrocelli,1969,as SS,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1
Rico Petrocelli,1967,as SS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rip Radcliff,1936,as LF,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Rip Repulski,1956,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rip Sewell,1946,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rip Sewell,1945,,0,,,,,,,,,,,,,,,,
Rip Sewell,1944,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rip Sewell,1943,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ripper Collins,1937,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Ripper Collins,1936,as 1B,1,4,2,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0.5
Ripper Collins,1935,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Dibble,1991,,1,,,,,,,,,,,,,,,,
Rob Dibble,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robb Nen,2002,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robb Nen,1999,,0,,,,,,,,,,,,,,,,
Robb Nen,1998,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robby Thompson,1993,,0,,,,,,,,,,,,,,,,
Robby Thompson,1988,,0,,,,,,,,,,,,,,,,
Robert Fick,2002,,1,2,2,1,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1
Roberto Alomar,2001,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Alomar,2000,as 2B,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0.333,0,0.333
Roberto Alomar,1999,as 2B,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Roberto Alomar,1998,as 2B,1,5,4,2,3,0,0,1,1,1,0,1,0,0.75,0.8,1.5,2.3
Roberto Alomar,1997,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Alomar,1996,as 2B,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Roberto Alomar,1995,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roberto Alomar,1994,as 2B,1,3,3,1,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667
Roberto Alomar,1993,as 2B,1,3,3,1,1,0,0,1,1,0,0,0,0,0.333,0.333,1.333,1.667
Roberto Alomar,1992,as 2B,1,3,3,1,1,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667
Roberto Alomar,1991,as 2B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Alomar,1990,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Clemente,1962 (2),as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roberto Clemente,1962 (1),as RF,1,3,3,0,3,1,0,0,0,0,1,0,0,1,1,1.333,2.333
Roberto Clemente,1961 (2),as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Clemente,1961 (1),as RF,1,5,4,1,2,0,1,0,2,0,0,0,1,0.5,0.4,1,1.4
Roberto Clemente,1960 (2),,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Roberto Clemente,1960 (1),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Clemente,1972,,0,,,,,,,,,,,,,,,,
Roberto Clemente,1971,,1,2,2,1,1,0,0,1,1,0,0,0,1,0.5,0.5,2,2.5
Roberto Clemente,1970,,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roberto Clemente,1969,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roberto Clemente,1967,as RF,1,6,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333
Roberto Clemente,1966,as RF,1,4,4,0,2,1,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25
Roberto Clemente,1965,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Clemente,1964,as RF,1,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Roberto Clemente,1963,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roberto Hernandez,2010,,0,,,,,,,,,,,,,,,,
Roberto Hernandez,1999,,1,,,,,,,,,,,,,,,,
Roberto Hernandez,1996,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roberto Kelly,1993,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roberto Kelly,1992,,1,2,2,0,1,1,0,0,2,0,0,0,1,0.5,0.5,1,1.5
Robin Roberts,1956,,0,,,,,,,,,,,,,,,,
Robin Roberts,1955,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robin Roberts,1954,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Roberts,1953,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robin Roberts,1952,,0,,,,,,,,,,,,,,,,
Robin Roberts,1951,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robin Roberts,1950,as P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Robin Ventura,2002,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Robin Ventura,1992,,1,2,2,1,2,1,0,0,1,0,0,0,0,1,1,1.5,2.5
Robin Yount,1983,as SS,1,4,2,1,0,0,0,0,1,0,0,1,1,0,0.25,0,0.25
Robin Yount,1982,as SS,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Robin Yount,1980,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinson Cano,2013,as 2B,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,
Robinson Cano,2012,as 2B,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Robinson Cano,2011,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinson Cano,2010,as 2B,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robinson Cano,2006,,0,,,,,,,,,,,,,,,,
Rocky Bridges,1958,,0,,,,,,,,,,,,,,,,
Rocky Colavito,1962 (2),as RF,1,5,4,1,1,0,0,1,4,0,0,0,1,0.25,0.2,1,1.2
Rocky Colavito,1962 (1),,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Rocky Colavito,1961 (2),as LF,1,4,4,1,1,0,0,1,1,0,0,0,0,0.25,0.25,1,1.25
Rocky Colavito,1961 (1),as LF,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocky Colavito,1959 (2),,1,2,2,1,1,0,0,1,1,0,0,0,1,0.5,0.5,2,2.5
Rocky Colavito,1959 (1),as RF,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Rocky Colavito,1966,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Colavito,1965,as RF,1,4,4,0,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Rocky Colavito,1964,,1,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5
Rod Beck,1997,,0,,,,,,,,,,,,,,,,
Rod Beck,1994,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rod Beck,1993,,1,,,,,,,,,,,,,,,,
Rod Carew,1984,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rod Carew,1983,as 1B,1,4,3,2,2,0,0,0,1,0,0,1,0,0.667,0.75,0.667,1.417
Rod Carew,1982,,0,,,,,,,,,,,,,,,,
Rod Carew,1981,as 1B,1,3,3,0,1,0,0,0,0,0,1,0,1,0.333,0.333,0.333,0.667
Rod Carew,1980,as 1B,1,3,2,1,2,1,0,0,0,1,0,1,0,1,1,1.5,2.5
Rod Carew,1979,,0,,,,,,,,,,,,,,,,
Rod Carew,1978,as 1B,1,4,4,2,2,0,2,0,0,0,1,0,0,0.5,0.5,1.5,2
Rod Carew,1977,as 1B,1,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Rod Carew,1976,as 1B,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0.25,0,0.25
Rod Carew,1975,as 2B,1,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4
Rod Carew,1974,as 2B,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5
Rod Carew,1973,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Carew,1972,as 2B,1,3,2,0,1,0,0,0,1,0,0,1,0,0.5,0.667,0.5,1.167
Rod Carew,1971,as 2B,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0.667,0,0.667
Rod Carew,1970,,0,,,,,,,,,,,,,,,,
Rod Carew,1969,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Carew,1968,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Carew,1967,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roger Clemens,2005,,1,,,,,,,,,,,,,,,,
Roger Clemens,2004,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roger Clemens,2003,,1,,,,,,,,,,,,,,,,
Roger Clemens,2001,as P,1,,,,,,,,,,,,,,,,
Roger Clemens,1998,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roger Clemens,1997,,1,,,,,,,,,,,,,,,,
Roger Clemens,1992,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roger Clemens,1991,,1,,,,,,,,,,,,,,,,
Roger Clemens,1990,,0,,,,,,,,,,,,,,,,
Roger Clemens,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roger Clemens,1986,as P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roger Maris,1962 (2),as CF,1,5,4,2,1,1,0,0,1,0,0,1,0,0.25,0.4,0.5,0.9
Roger Maris,1962 (1),as CF,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Roger Maris,1961 (2),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Maris,1961 (1),as RF,1,5,4,0,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65
Roger Maris,1960 (2),as RF,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0.2
Roger Maris,1960 (1),as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roger Maris,1959 (2),as RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roger Pavlik,1996,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rolando Arrojo,1998,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Fingers,1982,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Fingers,1981,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Fingers,1978,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Fingers,1976,,0,,,,,,,,,,,,,,,,
Rollie Fingers,1975,,0,,,,,,,,,,,,,,,,
Rollie Fingers,1974,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Fingers,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rollie Hemsley,1944,as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollie Hemsley,1940,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollie Hemsley,1939,,0,,,,,,,,,,,,,,,,
Rollie Hemsley,1936,,0,,,,,,,,,,,,,,,,
Rollie Hemsley,1935,as C,1,4,4,1,1,0,1,0,0,0,0,0,0,0.25,0.25,0.75,1
Ron Cey,1979,,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Ron Cey,1978,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Cey,1977,as 3B,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333
Ron Cey,1976,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Cey,1975,as 3B,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Ron Cey,1974,as 3B,1,2,2,0,1,1,0,0,2,0,0,0,0,0.5,0.5,1,1.5
Ron Coomer,1999,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ron Darling,1985,,0,,,,,,,,,,,,,,,,
Ron Davis,1981,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Fairly,1977,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ron Fairly,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Gant,1995,as DH,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ron Gant,1992,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Guidry,1983,,0,,,,,,,,,,,,,,,,
Ron Guidry,1982,,0,,,,,,,,,,,,,,,,
Ron Guidry,1979,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Guidry,1978,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Hansen,1960 (2),as SS,1,4,4,0,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Ron Hansen,1960 (1),as SS,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Ron Hunt,1966,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Hunt,1964,as 2B,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Ron Kittle,1983,,1,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Ron LeFlore,1976,as LF,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Ron Reed,1968,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ron Santo,1973,as 3B,1,3,1,1,1,0,0,0,0,0,0,2,0,1,1,1,2
Ron Santo,1972,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Santo,1971,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Santo,1969,as 3B,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25
Ron Santo,1968,as 3B,1,4,2,0,1,0,0,0,0,0,0,2,0,0.5,0.75,0.5,1.25
Ron Santo,1966,as 3B,1,4,4,0,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Ron Santo,1965,,1,2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1
Ron Santo,1964,,0,,,,,,,,,,,,,,,,
Ron Santo,1963,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2
Rondell White,2003,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Belliard,2004,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ross Grimsley,1978,,0,,,,,,,,,,,,,,,,
Roy Campanella,1956,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roy Campanella,1955,,0,,,,,,,,,,,,,,,,
Roy Campanella,1954,as C,1,4,3,0,1,0,0,0,0,0,0,1,1,0.333,0.5,0.333,0.833
Roy Campanella,1953,as C,1,4,4,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Roy Campanella,1952,as C,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Roy Campanella,1951,as C,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Campanella,1950,as C,1,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Roy Campanella,1949,,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333
Roy Cullenbine,1944,,0,,,,,,,,,,,,,,,,
Roy Cullenbine,1941,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Face,1961 (2),,0,,,,,,,,,,,,,,,,
Roy Face,1961 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roy Face,1960 (2),,0,,,,,,,,,,,,,,,,
Roy Face,1960 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roy Face,1959 (2),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roy Face,1959 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roy Halladay,2011,as P,1,,,,,,,,,,,,,,,,
Roy Halladay,2010,,1,,,,,,,,,,,,,,,,
